source_id,2MASS,AllWISE,GALEX,ra,dec,pmra,pmdec,distance,e_b_v,mh_gspphot,ruwe,phot_g_mean_mag,phot_g_mean_flux_over_error,phot_bp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_mag,phot_rp_mean_flux_over_error,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,fuvmag,e_fuvmag,nuvmag,e_nuvmag,2MASS_qph,AllWISE_ccf,AllWISE_qph,accretion,bp_rp_0,fuv_j_0,nuv_j_0,fuv_nuv_0,j_k_0
148449845165337600,2MASS 04382134+2609137,AllWISE J043821.33+260913.6,,69.58893967776885,26.15372694430863,6.047063136626272,-22.39538323,139.36864457754285,2.3313587,-3.7281,1.0795709,16.240765,36.43116,18.291124,10.75365,14.845125,12.288066,12.804,0.022,11.586,0.019,10.632,0.018,9.542,0.023,8.85,0.019,7.1,0.016,5.309,0.032,,,,,AAA,HH0d,AAAA,FALSE,,,,,
148450085683504896,2MASS 04383528+2610386,AllWISE J043835.29+261038.3,,69.64706733088025,26.17730503100477,4.775979175959282,-21.37696992,137.99346557810188,2.4403896,,1.2863767,12.939947,550.9348,14.930182,108.48061,11.610596,194.2544,9.227,0.023,8.284,0.026,7.906,0.024,7.796,0.026,7.583,0.02,7.412,0.038,5.916,,,,,,AAA,0hhh,AAAU,FALSE,,,,,
148450875956969344,2MASS 04381486+2611399,AllWISE J043814.88+261139.8,,69.56203406963509,26.194333867729167,5.435121019869804,-21.56499018,140.25597865192304,2.3084648,,1.1403444,19.771435,176.53027,21.435043,5.300207,18.072676,34.888065,15.176,0.049,14.128,0.046,12.981,0.03,11.082,0.023,10.029,0.02,7.896,0.023,5.042,0.034,,,,,AAA,0000,AAAA,FALSE,,,,,
149369139966814976,2MASS 04293606+2435556,AllWISE J042936.06+243555.4,,67.40031209024785,24.59868306096478,8.636884274838316,-20.64092987,131.09371393182258,1.5963157,-4.0543,1.0954946,14.780668,83.188446,16.778347,31.376324,13.454926,27.505201,10.78,0.019,9.392,0.02,8.659,0.02,8.263,0.023,7.727,0.019,6.417,0.017,4.398,0.032,,,,,AAA,00hh,AAAA,FALSE,,,,,
149409920679460096,2MASS 04263055+2443558,AllWISE J042630.56+244355.5,,66.62733700746509,24.73207885523541,6.392390059049028,-20.74887664,123.31031892967384,1.0208079,,1.1618818,19.786701,195.98184,21.665133,3.860142,18.235384,38.276096,14.666,0.026,13.943,0.043,13.398,0.033,12.868,0.025,12.197,0.032,10.044,0.178,7.751,,,,,,AAA,0000,AABU,FALSE,,,,,
149623711269425408,2MASS 04233919+2456141,AllWISE J042339.19+245613.9,,65.91332350118732,24.937194787809428,7.448082558585217,-21.84892658,130.1876940902274,0.97476465,-4.1451,1.3265878,13.604074,205.41522,14.958764,39.711006,12.389546,93.52838,10.192,0.026,9.123,0.027,8.596,0.021,7.646,0.026,7.013,0.021,5.099,0.014,3.083,0.018,,,,,AAA,d000,AAAA,FALSE,,,,,
149629483705467008,2MASS 04233539+2503026,AllWISE J042335.40+250302.4,,65.89749725525944,25.05066819065253,6.9006645640752335,-21.25223967,127.62550242600912,1.0223778,,1.152283,15.216642,521.23914,18.033018,78.61188,13.718248,175.90543,10.781,0.026,9.945,0.027,9.324,0.024,8.595,0.022,7.817,0.02,6.071,0.016,4.596,0.031,,,,,AAA,0000,AAAA,FALSE,,,,,
150393571269837184,2MASS 04181078+2519574,AllWISE J041810.78+251957.1,GALEX J041810.7+251958,64.54497202982456,25.332501515126964,8.798086673172172,-23.44813318,129.67374383671654,0.94360715,,1.4007974,12.528504,45.360397,13.999739,10.108331,11.273478,23.50831,10.744,0.024,9.589,0.022,9.032,0.019,8.321,0.023,7.982,0.02,5.567,0.014,3.773,0.025,,,20.2145,0.1239,AAA,0000,AAAA,FALSE,1.4822168350219729,,2.3571681556701662,,1.220295029401779
150501362066641664,2MASS 04221644+2549118,AllWISE J042216.45+254911.6,,65.56855888188062,25.819860896563263,13.830569868611631,-20.02070167,149.53663285347125,0.726452,0.496,0.9787441,17.58315,361.15625,20.752836,11.943444,16.03557,134.90237,13.059,0.023,12.362,0.027,11.936,0.021,11.663,0.023,11.35,0.024,11.074,0.275,8.49,,,,,,AAA,0000,AABU,FALSE,,,,,
151037064744973696,2MASS 04315844+2543299,AllWISE J043158.45+254329.7,,67.9935842,25.72491118968301,7.565842440972232,-20.86404835,155.24661253199395,0.8569681,,1.2645024,14.020973,1326.4752,16.07585,135.79393,12.688676,555.4209,10.585,0.021,9.828,0.022,9.559,0.02,9.451,0.023,9.262,0.021,9.223,0.057,8.344,0.42,,,,,AAA,0000,AAAC,FALSE,,,,,
