star,Gaia DR3 ID,AllWISE ID,GALEX ID,ra,dec,distance,vsini,VSX Period,Av,fe_h,m_G,Gaia G flux_over_error,m_BP,Gaia BP flux_over_error,m_RP,Gaia RP flux_over_error,2MASS J,2MASS J error,2MASS H,2MASS H error,2MASS K,2MASS K error,WISE W1,WISE W1 error,WISE W2,WISE W2 error,WISE W3,WISE W3 error,WISE W4,WISE W4 error,GALEX FUV,GALEX FUV Error,GALEX NUV,GALEX NUV Error,Li Profile,H-alpha Profile,Ca II H Profile,Ca II K Profile,ALLWISE_ccf,ALLWISE_qph,leiner_class,updated_class
ZTF J021118.32+364923.7,331319107270709376,J021118.32+364923.6,GALEX J021118.3+364924,32.82635105989289,36.82323783033296,637.1840189614661,,1.51,0.14,0.0741,12.887628,299.7351,13.414917,84.728806,12.144689,116.62031,11.05,0.021,10.552,0.023,10.423,0.02,10.457,0.023,10.468,0.02,10.377,0.073,8.617,,22.414499282836914,0.4753,19.602500915527344,0.08380000293254852,,,,,0000,AAAU,RS,SSG
TYC 2836-1816-1,335323352522628480,J023400.14+401938.8,,38.50062017895887,40.32746168796618,1210.9208425198967,,35.51,0.18,0.1102,11.983283,215.49524,12.646596,59.726288,11.186688,73.0244,10.081,0.022,9.471,0.021,9.299,0.016,9.163,0.022,9.221,0.02,9.085,0.034,8.349,,,,,,,,,,0000,AAAU,RS,RS
ZTF J024515.29+401226.6,335880912294085120,J024515.30+401226.6,,41.31373233,40.20738060132149,1393.8317558298402,,19.16,0.22,-0.1304,13.435417,571.3336,13.906196,161.28137,12.799649,230.48592,11.981,0.03,11.552,0.03,11.405,0.018,11.36,0.024,11.373,0.022,11.277,0.158,9.126,,,,,,,,,,0000,AABU,RS,RS
[YWW2015]_S530 9886,336301338052714368,J025627.42+413942.4,GALEX J025627.4+413942,44.11427485804112,41.66176277585515,1222.6744871922083,,7.07,0.31,-0.2522,13.376732,246.5138,13.94127,72.8784,12.653078,82.777985,11.534,0.02,10.908,0.019,10.816,0.018,10.803,0.023,10.777,0.02,10.79,0.105,8.704,,,--,19.408100128173828,0.11420000344514847,,,,,0000,AAAU,RS,SSG
CSS J023510.6+413301,338502422893089536,J023510.63+413301.4,,38.79430803776344,41.550414260785296,1858.3530641039908,,6.96,0.18,0.0197,15.440624,226.34431,16.116486,64.91985,14.636092,86.13873,13.427,0.024,12.806,0.029,12.696,0.031,12.603,0.023,12.581,0.025,11.703,0.239,8.79,0.423,,,,,,,,,0000,AABC,SSG,SSG
ZTF J024234.92+442725.2,340694539840991488,J024234.92+442725.2,,40.645543904468255,44.45699800676466,1399.5060093756476,,15.21,0.35,,12.900484,701.2688,13.390359,273.19156,12.226644,281.31137,11.577,0.022,10.98,0.031,10.84,0.02,10.687,0.023,10.699,0.021,10.512,0.077,8.362,,,,,,,,,,0000,AAAU,RS,-999
ZTF J015340.69+374837.9,342738738114691712,J015340.70+374837.8,GALEX J015340.6+374838,28.41959346450536,37.81050661498925,1120.0407250431654,,13.62,0.18,-0.1811,13.376034,378.60516,13.847308,109.940796,12.742,136.74344,11.994,0.021,11.485,0.03,11.384,0.026,11.328,0.023,11.351,0.021,11.013,0.101,8.426,0.229,,--,19.910200119018555,0.12999999523162842,,,,,0000,AAAB,RS,RS
ZTF J020151.14+393916.2,344628042689644032,J020151.14+393916.2,GALEX J020151.1+393916,30.46311344526025,39.65450829966738,1137.5923160252073,,0.91,0.18,,13.234666,645.1079,13.693973,192.21408,12.613895,263.82718,11.971,0.029,11.477,0.033,11.348,0.02,11.178,0.023,11.201,0.021,11.014,0.108,9.215,,,--,19.547300338745117,0.08290000259876251,,,,,0000,AAAU,RS,-999
ZTF J020653.31+431900.9,346400352354230656,J020653.31+431901.0,,31.72216874072028,43.31693797334093,910.1609703658976,,14.75,0.2,,13.895212,596.2808,14.434544,141.8608,13.196952,225.17044,12.235,0.023,11.688,0.029,11.581,0.02,11.622,0.025,11.615,0.024,11.295,0.187,8.828,,,,,,,,,,0000,AABU,RS,-999
GSC 02841-00074,346476871491286656,J020511.34+435515.3,,31.297246552042058,43.92093058411258,1318.7091079928914,,61.8,0.2,0.1373,12.4784565,190.05199,13.108362,54.364758,11.708233,70.757706,10.682,0.021,10.086,0.023,9.943,0.019,9.891,0.023,9.956,0.02,9.764,0.05,8.006,,,,,,,,,,0000,AAAU,RS,RS
ZTF J015804.40+430356.2,346566309890795008,J015804.42+430356.2,,29.518378827332853,43.06562396917726,1941.935445566868,,12.32,0.21,,15.001236,508.21332,15.619304,134.92929,14.244888,178.97379,13.162,0.025,12.583,0.026,12.437,0.024,12.414,0.024,12.42,0.024,11.817,0.238,8.371,,,,,,,,,,0000,AABU,RS,-999
TYC 2828-1943-1,346601940939356288,J015910.36+433003.4,,29.793177478613845,43.50096176,1197.5711007456075,,21.36,0.27,-0.2349,11.13237,492.69955,11.811506,140.20389,10.337148,193.75632,9.264,0.023,8.741,0.084,8.504,0.019,8.397,0.022,8.495,0.019,8.375,0.022,8.524,0.379,,,,,,,,,0h00,AAAC,RS,SSG
ZTF J013613.08+414414.6,348133320118906368,J013613.08+414414.5,,24.054530202882297,41.73738015608271,1978.787376576158,,4.32,0.18,-0.162,15.226832,539.47107,15.7284775,170.83174,14.5381365,202.53441,13.808,0.028,13.31,0.026,13.115,0.031,13.061,0.023,13.091,0.028,12.493,0.344,9.297,0.511,,,,,,,,,0000,AABC,RS,SSG
ZTF J013911.35+424118.8,348552234048968832,J013911.35+424118.8,GALEX J013911.3+424118,24.797310078171048,42.68855383290637,1537.2626474295682,,13.52,0.18,-0.2422,14.105546,638.28284,14.577844,212.34987,13.468483,217.43785,12.543,0.023,12.011,0.03,11.898,0.024,11.895,0.023,11.901,0.022,11.57,0.208,9.075,,,--,20.755699157714844,0.21940000355243683,,,,,0000,AABU,RS,RS
ZTF J014913.61+435849.2,349482794546280832,J014913.61+435849.2,GALEX J014913.6+435848,27.30675360403891,43.98033746522111,1308.608577089031,,30.69,0.18,-0.2028,13.786529,644.4817,14.290677,236.13977,13.089726,262.09525,12.23,0.023,11.653,0.03,11.563,0.025,11.493,0.023,11.532,0.021,11.359,0.117,9.002,,,--,20.316299438476562,0.19429999589920044,,,,,0000,AABU,cut,SSG
ZTF J021639.46+462550.1,352404785352944384,J021639.45+462550.0,,34.164405034136976,46.43058451,1288.790314667394,,13.54,0.35,-0.4776,14.848055,392.48642,15.441471,112.45991,14.107752,156.58669,13.163,0.028,12.554,0.024,12.408,0.026,12.348,0.023,12.379,0.023,12.051,,8.804,,,,,,,,,,0h00,AAUU,RS,SSG
ZTF J020426.22+443502.9,352700347823236224,J020426.20+443502.9,GALEX J020426.2+443503,31.10924565364579,44.584136376348006,504.5327697883945,,12.18,0.2,0.0267,12.562258,340.8139,13.148602,95.90781,11.835036,126.887245,10.819,0.022,10.307,0.025,10.162,0.019,10.151,0.023,10.171,0.02,9.98,0.057,8.707,0.382,,--,19.971900939941406,0.15399999916553497,,,,,0000,AAAC,RS,SSG
ZTF J020258.46+451646.0,352800987494410752,J020258.46+451645.9,GALEX J020258.4+451646,30.743618105424257,45.27942557966024,1522.7415538490916,,7.66,0.24,-0.3491,13.872165,299.7507,14.383482,95.27152,13.191178,101.50983,12.272,0.023,11.703,0.021,11.595,0.02,11.473,0.024,11.481,0.021,11.16,0.153,8.959,,,--,19.940099716186523,0.15839999914169312,,,,,0000,AABU,RS,SSG
ZTF J021209.83+472521.2,353440078630585600,J021209.83+472521.0,,33.04097982130971,47.42253891040687,896.5477376591515,,4.86,0.48,-0.0774,12.860968,520.51263,13.476995,149.4872,12.10576,169.76538,11.098,0.022,10.474,0.022,10.356,0.017,10.272,0.022,10.288,0.02,10.213,0.069,8.828,,,,,,,,,,0000,AAAU,RS,SSG
ZTF J022832.37+462646.7,353717877114817152,J022832.37+462646.7,GALEX J022832.4+462647,37.13486895640399,46.44630627439452,1611.133495806486,,17.45,0.29,-0.1465,14.803894,591.5301,15.334001,174.07933,14.089433,238.21677,13.182,0.023,12.572,0.023,12.439,0.021,12.218,0.023,12.265,0.023,12.132,,8.94,,,--,21.51919937133789,0.36500000953674316,,,,,hhh0,AAUU,cut,SSG
ZTF J022311.21+470307.5,353970691773084544,J022311.20+470307.4,,35.796703662811986,47.05206043327806,1993.0355335873269,,10.84,0.45,-0.0164,14.149326,474.5813,14.809705,129.95825,13.369649,176.52142,12.242,0.023,11.728,0.022,11.552,0.021,11.477,0.024,11.495,0.021,11.488,0.179,9.065,,,,,,,,,,0000,AABU,RS,SSG
ZTF J015002.16+483005.6,357343722866661248,J015002.15+483005.5,,27.50903649990192,48.50153457908792,1268.9937366848535,,19.1,0.47,-0.1587,14.264221,1036.5083,14.82599,331.04944,13.552112,384.43097,12.595,0.021,12.063,0.031,11.922,0.023,11.917,0.024,11.945,0.023,12.673,,8.679,,,,,,,,,,0000,AAUU,RS,SSG
ZTF J020727.04+492019.8,358156639916409856,J020727.04+492019.6,,31.862674126239828,49.33879767649159,1721.511588804591,,0.78,0.5,,13.291296,915.0985,13.60628,290.53857,12.809594,319.97327,12.259,0.023,12.008,0.022,11.977,0.019,11.931,0.023,11.931,0.023,12.3,0.418,8.926,,,,,,,,,,0000,AACU,cut,-999
ZTF J004620.23+314058.9,360533990211977600,J004620.23+314058.8,GALEX J004620.3+314100,11.584298722445409,31.683016234585025,1737.6128776847377,,3.46,0.21,-0.7679,15.404393,360.20166,15.957756,81.11596,14.66988,117.24975,13.637,0.024,13.095,0.027,12.918,0.026,12.926,0.024,12.906,0.03,12.515,0.463,8.995,,,--,21.864299774169922,0.4316999912261963,,,,,0000,AACU,RS,SSG
CSS J003601.9+343133,365056522055419520,J003601.96+343133.1,,9.00823751,34.52589452440562,831.1198616828425,,10.54,0.26,,13.758858,484.82553,14.40761,140.11534,12.9766245,176.50105,11.975,0.022,11.322,0.022,11.196,0.018,11.093,0.023,11.088,0.02,11.006,0.115,9.196,,,,,,,,,,0000,AABU,SSG,-999
CSS J011312.7+374220,369886401758693120,J011312.75+374220.7,,18.303149624131706,37.70575182453134,1753.6563746318243,,8.23,0.14,-0.0687,14.530802,362.3877,15.056335,93.44305,13.833193,105.90895,13.014,0.022,12.438,0.023,12.285,0.021,12.196,0.023,12.206,0.022,12.223,0.286,8.836,,,,,,,,,,0000,AABU,RS,SSG
CSS J011353.7+375707,369917634760833664,J011353.78+375707.2,,18.47407940060936,37.95203152695351,1561.2300383494817,,9.92,0.14,-0.0761,14.304511,154.2344,14.843372,46.890587,13.603673,56.161827,12.736,0.022,12.127,0.018,12.04,0.023,11.882,0.023,11.887,0.022,11.818,0.204,8.809,,,,,,,,,,0000,AABU,RS,SSG
ZTF J010445.23+380711.8,370565487627909760,J010445.23+380711.8,GALEX J010445.2+380712,16.188493583419838,38.11995378992001,1428.2733942588743,,13.82,0.18,-0.1307,13.151713,520.1152,13.715787,154.8466,12.441518,185.5238,11.463,0.025,10.953,0.029,10.794,0.02,10.738,0.023,10.763,0.02,10.608,0.063,8.891,,,--,20.05940055847168,0.13920000195503235,,,,,0000,AAAU,RS,SSG
ZTF J010319.53+384203.7,370658602518809600,J010319.53+384203.7,,15.831431675902502,38.70103904331202,780.1044193,,15.45,0.13,,12.739815,231.98792,13.32339,69.073524,12.010755,84.79463,10.893,0.021,10.352,0.027,10.208,0.021,10.296,0.023,10.311,0.021,10.197,0.057,8.649,,,,,,,,,,0000,AAAU,RS,-999
GSC 02803-00408,370948426911924992,J010032.05+394654.1,GALEX J010032.0+394654,15.133573748078012,39.78169378051879,846.5498846863558,,9.9,0.14,,12.086151,628.6705,12.635184,189.05443,11.382931,252.82997,10.509,0.027,9.944,0.028,9.832,0.019,9.724,0.023,9.771,0.021,9.65,0.04,9.108,0.427,,--,19.385900497436523,0.1031000018119812,,,,,0000,AAAC,RS,-999
TYC 2803-469-1,370958459955665152,J010241.11+394331.9,GALEX J010241.0+394332,15.671306500116392,39.72552723974849,343.3940984,,20.13,0.16,,10.235018,669.9273,10.639726,228.09294,9.664592,253.56335,8.912,0.021,8.463,0.044,8.406,0.02,8.34,0.022,8.369,0.019,8.32,0.022,8.003,0.162,21.09670066833496,0.3417,15.154899597167969,0.012400000356137753,,,,,0000,AAAB,RS,-999
GSC 02807-01653,374577983514606848,J010308.92+413711.8,GALEX J010308.8+413714,15.787210477751549,41.61996962,1225.4200946519368,,17.64,0.15,-0.2328,13.888263,719.1764,14.450174,223.34544,13.171812,259.9629,12.232,0.025,11.65,0.026,11.52,0.023,11.375,0.023,11.399,0.021,11.234,0.12,9.308,,,--,21.02910041809082,0.2904999852180481,,,,,0000,AABU,RS,SSG
ZTF J002214.69+370746.6,378630267978670080,J002214.68+370746.6,,5.561214057882262,37.12961692575341,1658.8764085044563,,19.61,0.17,0.0221,14.722559,514.9298,15.31354,130.69672,13.9790945,150.14609,13.142,0.027,12.597,0.032,12.436,0.032,12.28,0.022,12.318,0.023,12.291,0.318,9.16,,,,,,,,,,0000,AABU,RS,SSG
CSS J002142.3+381237,378849070792390528,J002142.41+381237.2,GALEX J002142.3+381238,5.426769549139112,38.21034138111053,1567.7053038654813,,2.59,0.14,,15.097518,260.83496,15.684866,72.961136,14.349431,96.6977,13.423,0.027,12.746,0.034,12.656,0.028,12.595,0.023,12.585,0.024,12.713,0.524,9.333,,,--,21.880300521850586,0.39070001244544983,,,,,hh00,AACU,SSG,-999
ZTF J001807.13+395030.0,379967789515203456,J001807.13+395029.9,,4.5297367780595845,39.841658868744986,1759.3245355150652,,15.61,0.24,0.0037,15.576336,283.56744,16.276148,66.32003,14.750069,97.41103,13.651,0.026,12.996,0.022,12.834,0.023,12.788,0.024,12.811,0.026,12.697,0.419,9.318,,,,,,,,,,0000,AACU,SSG,SSG
ZTF J002412.31+400759.8,380209647712576768,J002412.31+400759.7,GALEX J002412.4+400759,6.051317729234224,40.13325824474612,1478.3409529186872,,11.79,0.17,-0.1363,14.741611,527.23816,15.336714,150.85892,13.996127,213.56654,12.899,0.023,12.323,0.028,12.203,0.032,12.157,0.025,12.181,0.024,11.951,0.249,8.347,,,--,21.150100708007812,0.3070000112056732,,,,,hh00,AABU,RS,SSG
ZTF J001830.98+394906.9,380295821937244544,J001830.98+394906.8,GALEX J001830.9+394908,4.629120244488098,39.81856970638167,1389.7040751919571,,4.93,0.22,-0.3608,13.848064,509.7055,14.461907,142.27982,13.056,172.16516,11.993,0.023,11.397,0.024,11.253,0.018,11.164,0.023,11.176,0.021,10.937,0.095,9.209,,,--,20.80120086669922,0.1615000069141388,,,,,0000,AAAU,cut,SSG
ZTF J002213.86+402046.4,380414912790328448,J002213.86+402046.2,,5.557756888,40.34620203376284,1508.0519651829177,,16.86,0.17,,14.782114,888.12616,15.345113,228.6189,14.0649605,346.4151,13.073,0.027,12.558,0.036,12.453,0.025,12.406,0.023,12.476,0.024,12.295,,8.851,,,,,,,,,,0000,AAUU,RS,-999
ZTF J004154.90+413332.3,381288852742127744,J004154.91+413332.5,,10.478790692525347,41.55896542726491,1770.6095335253435,,7.73,0.17,-0.3403,15.404845,249.6273,16.035488,65.87128,14.61301,87.889984,13.442,0.027,12.83,0.031,12.715,0.025,12.557,0.025,12.428,0.025,11.851,0.202,9.001,,,,,,,,,,0000,AABU,SSG,SSG
V0494 And,381661101844556928,J003633.20+430554.4,GALEX J003633.2+430555,9.138360838652003,43.09845029727251,320.8703198282108,,24.41,0.18,-0.0086,10.353789,320.77475,10.91042,89.17467,9.64732,117.522835,9.228,0.021,8.614,0.029,8.444,0.021,8.019,0.024,8.048,0.019,7.959,0.018,8.008,0.17,21.16080093383789,0.3315,17.91900062561035,0.04569999873638153,,,,,0000,AAAB,RS,SSG
ZTF J002322.15+434108.1,382627783020707072,J002322.14+434108.2,,5.842294397350134,43.68559557566418,1699.2430421502977,,7.47,0.2,,14.889175,694.0551,15.440881,164.36192,14.188344,267.9218,13.266,0.023,12.701,0.026,12.581,0.024,12.49,0.023,12.487,0.023,12.502,0.372,8.897,,,,,,,,,,0000,AACU,RS,-999
ZTF J001326.17+411113.9,383280858567817216,J001326.17+411113.8,GALEX J001326.1+411114,3.3590658708518704,41.18716327082816,1579.1636197269006,,12.94,0.18,-0.3099,13.971611,691.04333,14.481027,226.66124,13.2894535,248.63501,12.382,0.022,11.841,0.023,11.694,0.021,11.571,0.024,11.558,0.021,11.342,0.139,8.688,,,--,19.57080078125,0.09350000321865082,,,,,0000,AABU,RS,SSG
GSC 02789-01374,384060304935385984,J000436.46+412406.2,GALEX J000436.4+412406,1.151904537797604,41.401722659926506,1024.482285116192,,5.68,0.23,-0.4143,12.371225,700.4783,12.811214,239.52377,11.729483,220.88574,10.896,0.022,10.379,0.022,10.253,0.021,10.053,0.023,10.053,0.021,9.891,0.044,8.601,,21.794099807739258,0.3437,17.16790008544922,0.012299999594688416,,,,,0000,AAAU,RS,SSG
ZTF J000139.60+442609.4,385028910256998528,J000139.63+442609.4,,0.4150860026631696,44.43593686803537,694.4927226054895,,3.31,0.27,-0.116,12.826003,582.0551,13.299815,182.58665,12.193153,181.7423,11.403,0.022,10.989,0.03,10.841,0.023,10.758,0.022,10.799,0.02,10.67,0.079,9.146,,,,,,,,,,0000,AAAU,RS,SSG
GSC 02790-00077,385167208204218112,J001939.71+424953.1,GALEX J001939.7+424953,4.915483538846342,42.83143113218914,891.4318761,,15.34,0.2,,12.359293,1350.4001,12.855211,446.3936,11.697965,475.0501,10.876,0.022,10.32,0.021,10.165,0.018,10.067,0.022,10.098,0.021,9.922,0.052,8.945,,,--,18.751699447631836,0.054499998688697815,,,,,0000,AAAU,RS,-999
ZTF J000723.64+443218.1,386309154108776064,J000723.65+443218.0,,1.848531156674022,44.538355095654495,1840.3155301061147,,1.07,0.24,-0.3107,14.800917,370.90027,15.372111,107.69192,14.072,125.12494,13.12,0.023,12.57,0.026,12.424,0.022,12.416,0.023,12.421,0.023,12.398,0.413,9.23,,,,,,,,,,0000,AACU,RS,SSG
ZTF J004533.87+424149.3,387451130075951360,J004533.86+424149.4,GALEX J004533.8+424150,11.391137510847756,42.697026169483706,462.74441180914016,,0.8,0.17,-0.1064,12.508042,552.5181,13.023819,166.9906,11.83098,197.808,10.887,0.023,10.381,0.022,10.283,0.018,10.199,0.022,10.228,0.02,10.172,0.047,8.606,,21.34670066833496,0.455,19.332300186157227,0.10209999978542328,,,,,0000,AAAU,RS,SSG
V498 And,387742126997049728,J004020.88+434325.1,GALEX J004020.8+434325,10.087030928192831,43.72363254738681,126.62084559082072,9.05,10.78,0.22,-0.1542,9.544597,402.53677,10.108586,111.171974,8.826288,154.84666,7.896,0.02,7.343,0.021,7.225,0.034,7.007,0.045,7.052,0.019,6.989,0.016,6.809,0.063,19.738100051879883,0.1837,16.54330062866211,0.02539999969303608,Yes,Variable H-alpha,Normal Emission,Normal Emission,hh00,AAAA,cut,SSG
V0495 And,387816996867409408,J003711.90+441259.4,GALEX J003711.8+441258,9.299598846530776,44.21651861147026,584.3840493435089,,16.71,0.2,-0.5211,10.222901,525.7714,10.638718,178.46214,9.61986,148.50395,8.719,0.041,8.166,0.018,8.037,0.036,7.999,0.024,7.981,0.019,7.879,0.018,7.885,0.146,18.095300674438477,0.0765,14.532299995422363,0.010300000198185444,,,,,0000,AAAB,RS,RS
TYC 3249-136-1,388241232259741056,J003739.19+450630.7,GALEX J003739.1+450630,9.413302820760304,45.1085387896452,875.9195448234061,,6.13,0.21,-0.1916,11.658045,615.4964,12.062886,191.00798,11.075152,256.64252,10.523,0.023,10.071,0.022,9.977,0.018,9.865,0.023,9.886,0.021,9.787,0.04,9.023,0.381,,--,17.68269920349121,0.04259999841451645,,,,,0000,AAAC,RS,RS
ZTF J003730.73+462635.9,388434407005723136,J003730.73+462635.8,,9.378064161,46.443296865474366,1626.372207732691,,14.23,0.32,-0.1881,14.783156,310.34845,15.470737,96.64658,13.972892,141.08214,12.78,0.022,12.164,0.028,11.986,0.022,12.003,0.023,11.993,0.022,12.0,0.226,9.287,,,,,,,,,,0000,AABU,SSG,SSG
ZTF J002643.15+471028.4,389508595508128256,J002643.15+471028.3,GALEX J002643.1+471029,6.679828523401548,47.17454527921618,1044.6671610491785,,2.81,0.27,-0.0703,13.667238,429.215,14.215545,129.73483,12.96016,167.20284,11.9,0.022,11.379,0.021,11.238,0.018,11.289,0.023,11.304,0.021,11.146,0.095,9.229,,,--,20.327999114990234,0.08420000225305557,,,,,0000,AAAU,RS,SSG
GSC 03262-01653,389680699138908800,J004518.07+460902.7,GALEX J004518.0+460903,11.325329781244484,46.15077287972127,1094.8981297546284,,86.8,0.28,-0.0404,11.90301,575.1907,12.438375,175.0069,11.219858,232.62311,10.357,0.022,9.866,0.022,9.73,0.018,9.688,0.023,9.731,0.021,9.622,0.034,9.13,0.465,,--,18.874099731445312,0.05380000174045563,,,,,0000,AAAC,RS,SSG
ZTF J003942.84+462736.1,389923214470480000,J003942.82+462735.9,,9.928526096411211,46.46003568875704,1862.660577994062,,1.72,0.3,-0.4962,15.805473,282.5693,16.52414,90.53119,14.9704275,102.30042,13.797,0.03,13.203,0.039,12.969,0.036,12.736,0.024,12.733,0.025,12.385,0.296,9.403,,,,,,,,,,0h00,AABU,SSG,SSG
ZTF J003014.87+474815.5,390995307028109312,J003014.85+474815.6,GALEX J003014.8+474815,7.561970613110004,47.804311629998935,1158.1226641292717,,15.04,0.43,,13.905215,2073.423,14.364626,469.0765,13.274613,675.809,12.505,0.022,12.087,0.029,11.968,0.02,11.921,0.024,11.942,0.022,12.197,0.274,8.76,,,--,20.37619972229004,0.06560000032186508,,,,,0000,AABU,RS,-999
ZTF J002619.26+481803.5,391070314336469632,J002619.27+481803.4,,6.580263970449683,48.30095616514532,1637.896273870887,,3.24,0.38,-0.6474,15.586886,257.63663,16.207994,73.67969,14.816523,91.43998,13.847,0.026,13.296,0.029,13.127,0.03,13.002,0.024,12.996,0.027,12.128,0.254,9.333,,,,,,,,,,0000,AABU,RS,SSG
ZTF J001819.49+470844.1,392273970330681856,J001819.47+470844.2,,4.581220258133882,47.145587421233046,1832.0720225020527,,10.71,0.32,,15.046851,449.93918,15.643787,113.26834,14.285374,170.59595,13.254,0.023,12.64,0.021,12.511,0.022,12.404,0.023,12.457,0.023,12.942,0.53,9.488,,,,,,,,,,hh00,AACU,RS,-999
ZTF J001512.03+491712.5,392918215425799552,J001512.03+491712.4,,3.8001607219413622,49.28679114183035,651.4815563397271,,2.24,0.38,,13.046691,299.74,13.729945,93.68277,12.231244,120.29065,11.018,0.021,10.367,0.021,10.231,0.018,10.177,0.023,10.136,0.019,10.019,0.048,8.772,,,,,,,,,,0000,AAAU,SSG,-999
ZTF J000445.27+482238.8,393379013875213696,J000445.28+482238.7,,1.188641938174907,48.37743514347514,1268.8100623695448,,0.26,0.31,-0.7741,14.415985,451.73743,14.812091,146.38493,13.689625,172.35268,12.808,0.023,12.384,0.023,12.304,0.023,12.242,0.023,12.27,0.023,12.433,0.393,9.296,,,,,,,,,,0000,AACU,cut,SSG
ZTF J000918.04+500109.4,393758688987098240,J000918.04+500109.3,,2.325209733,50.01926505859056,1634.1536036524478,,4.33,0.35,-0.1304,15.515992,279.09622,16.217398,77.02927,14.670706,78.871315,13.456,0.025,12.778,0.027,12.622,0.027,12.595,0.023,12.545,0.023,12.613,0.357,9.206,,,,,,,,,,0000,AACU,SSG,SSG
ZTF J000510.00+501158.6,393941036121609344,J000510.00+501158.4,,1.2916944076855923,50.19959803583455,1784.2317241036226,,9.97,0.39,-0.5456,15.534313,678.74744,16.13064,210.03874,14.784864,236.47975,13.844,0.024,13.177,0.024,13.105,0.03,13.028,0.024,13.021,0.027,12.617,,8.943,,,,,,,,,,0000,AAUU,RS,SSG
ZTF J012055.17+450752.0,397690027169628672,J012055.15+450752.0,GALEX J012055.2+450751,20.22989802135057,45.13109930192633,1278.252760095554,,19.6,0.21,-0.1374,13.969478,465.75458,14.659923,131.78044,13.169201,181.62553,12.061,0.023,11.422,0.021,11.235,0.018,10.995,0.022,11.004,0.019,10.889,0.078,8.849,,19.787900924682617,0.1622,19.6560001373291,0.11860000342130661,,,,,0000,AAAU,SSG,SSG
ZTF J013344.38+461450.9,398700959391828992,J013344.39+461450.8,GALEX J013344.4+461450,23.43496126927043,46.24746629213609,1121.6515770852486,,6.33,0.2,-0.2198,13.7592125,254.37703,14.452383,76.48797,12.940427,95.238,11.603,0.027,10.933,0.03,10.794,0.022,10.833,0.022,10.788,0.021,10.492,0.063,9.474,,,--,20.46739959716797,0.17829999327659607,,,,,0000,AAAU,SSG,SSG
