star,Gaia DR3 ID,AllWISE ID,GALEX ID,ra,dec,distance,vsini,VSX Period,Av,fe_h,m_G,Gaia G flux_over_error,m_BP,Gaia BP flux_over_error,m_RP,Gaia RP flux_over_error,2MASS J,2MASS J error,2MASS H,2MASS H error,2MASS K,2MASS K error,WISE W1,WISE W1 error,WISE W2,WISE W2 error,WISE W3,WISE W3 error,WISE W4,WISE W4 error,GALEX FUV,GALEX FUV Error,GALEX NUV,GALEX NUV Error,Li Profile,H-alpha Profile,Ca II H Profile,Ca II K Profile,ALLWISE_ccf,ALLWISE_qph,leiner_class,updated_class
ZTF J111010.59+292108.3,732457404763596160,J111010.60+292108.3,GALEX J111010.6+292109,167.54416825283982,29.352301239562824,915.8210384191204,,10.76,0.06,,13.425992,560.0986,13.99748,164.66849,12.697095,198.931,11.719,0.022,11.12,0.022,10.99,0.019,10.922,0.022,10.91,0.021,11.057,0.135,8.389,,,--,20.442800521850586,0.12060000002384186,,,,,0000,AABU,RS,-999
ZTF J104837.81+320704.0,737514574135581440,J104837.80+320704.1,GALEX J104837.7+320704,162.1575639336658,32.11779108372685,1852.0214350598485,,8.17,0.08,-1.0319,13.242479,167.10228,13.644696,90.93744,12.447957,102.96506,11.429,0.024,10.863,0.028,10.753,0.023,10.76,0.023,10.759,0.021,10.671,0.091,8.9,,,--,19.452699661254883,0.09629999846220016,,,,,0000,AAAU,cut,SSG
ZTF J103418.19+315203.3,748232647842794752,J103418.19+315203.3,GALEX J103418.1+315203,158.57580230445035,31.86758842,1072.232700759162,,15.24,0.06,,13.997333,349.05435,14.537094,98.45606,13.296894,130.44138,12.464,0.019,11.953,0.021,11.804,0.022,11.72,0.022,11.755,0.022,11.498,0.225,8.912,,,--,21.800399780273438,0.38609999418258667,,,,,0000,AABU,RS,-999
AD LMi,755517221614519808,J102622.67+374513.2,GALEX J102622.6+374513,156.59430088264716,37.753687957518295,186.4178737924433,,17.8,0.03,-0.0754,9.442951,851.0721,10.001666,266.85303,8.726802,353.1219,7.742,0.023,7.221,0.017,7.099,0.018,6.987,0.053,7.028,0.023,6.941,0.02,6.79,0.088,16.09950065612793,0.0311,15.799400329589844,0.017500000074505806,,,,,hH00,AAAA,cut,SSG
RX J1112.4+3950,765345000140899584,J111225.61+395056.0,GALEX J111225.6+395056,168.10672919002346,39.84888435585051,428.60855962010345,47.94,5.25,0.05,-0.0403,11.208754,269.68527,11.848512,66.81035,10.42236,90.38668,9.538,0.022,8.913,0.016,8.722,0.014,8.605,0.023,8.574,0.021,8.433,0.023,8.399,0.361,21.03059959411621,0.2239,18.548999786376953,0.04569999873638153,Yes,Variable H-alpha,Normal Emission,Normal Emission,0000,AAAC,SSG,SSG
AK LMi,775157243770309760,J105304.98+381332.8,,163.27093593358092,38.225841131947554,302.94693615508606,,9.77,0.04,0.0019,10.816634,292.58243,11.349288,97.23167,10.108127,123.37826,8.992,0.027,8.348,0.02,8.41,0.025,8.102,0.023,8.114,0.02,8.088,0.024,7.863,0.16,,,,,,,,,000P,AAAB,RS,RS
ZTF J104130.25+385904.6,779130127174163200,J104130.25+385904.5,GALEX J104130.2+385904,160.37605190930313,38.984607162334896,1268.1418514816537,,0.95,0.04,-0.0725,13.561981,460.89874,14.132111,132.97783,12.844291,171.15741,12.002,0.021,11.405,0.021,11.243,0.02,11.053,0.023,11.058,0.021,10.695,0.103,8.888,,,--,20.851200103759766,0.22529999911785126,,,,,0000,AAAU,RS,SSG
V0376 UMa,780333675795064960,J103417.97+410104.1,,158.57495265090375,41.01779893901281,518.5180451779752,,6.37,0.04,-0.0089,12.306073,263.4143,12.847659,84.05615,11.604843,98.32645,10.489,0.022,9.956,0.021,9.809,0.018,9.735,0.022,9.734,0.02,9.591,0.039,8.41,,,,,,,,,,0000,AAAU,RS,SSG
ZTF J114107.96+493417.4,790599854521430656,J114107.97+493417.3,GALEX J114108.0+493418,175.2831977700072,49.57147902067134,1498.4881730097893,,16.82,0.05,-0.0635,14.312542,367.32565,14.836051,96.81772,13.628977,148.06523,12.867,0.026,12.275,0.03,12.167,0.023,12.011,0.023,12.041,0.021,12.063,0.271,8.862,,,--,21.005699157714844,0.10339999943971634,,,,,0000,AABU,RS,SSG
GSC 03454-00008,791350717883920768,J114945.16+513304.8,GALEX J114945.1+513305,177.4382100776426,51.55130856513825,660.9373567817846,,10.02,0.05,-0.0776,13.057553,514.494,13.665358,155.72997,12.303996,198.48312,11.202,0.023,10.643,0.028,10.486,0.021,10.515,0.023,10.52,0.02,10.375,0.065,8.783,,,--,19.858800888061523,0.08640000224113464,,,,,0000,AAAU,SSG,SSG
ZTF J115121.94+523739.6,792208435738219904,J115121.96+523739.6,,177.84145980445285,52.62765761417283,935.2084270222716,,1.42,0.05,,15.024395,618.5616,15.589696,318.71793,14.09791,478.84897,13.109,0.026,12.464,0.032,12.34,0.022,12.254,0.022,12.297,0.023,11.906,0.272,9.137,,,,,,,,,,0000,AABU,cut,-999
ZTF J094054.35+324036.8,793977382442200064,J094054.36+324036.7,GALEX J094054.4+324037,145.2265043066674,32.67686090811208,1499.3374460438954,,8.17,0.05,-0.1301,13.855991,1241.7396,14.373224,353.7771,13.171503,440.59845,12.448,0.026,11.873,0.03,11.718,0.023,11.532,0.023,11.569,0.022,11.254,0.164,9.213,,,--,20.5762996673584,0.1281999945640564,,,,,0000,AABU,RS,SSG
ZTF J093912.50+344538.9,797731523158972416,J093912.50+344538.7,GALEX J093912.5+344539,144.8020874332526,34.76076958961011,551.3326297907878,,2.98,0.03,,11.963718,271.78885,12.465697,80.273186,11.278365,104.24889,10.383,0.022,9.856,0.023,9.716,0.016,9.694,0.022,9.701,0.02,9.562,0.042,8.556,,21.208499908447266,0.368,18.382200241088867,0.06019999831914902,,,,,0000,AAAU,RS,-999
ZTF J093902.91+375508.2,800597095276090752,J093902.90+375508.1,GALEX J093902.9+375508,144.76212305124417,37.91892022839374,1793.4000861416698,,5.71,0.05,,14.31628,761.5898,14.736452,286.67636,13.690954,249.66737,12.995,0.023,12.515,0.023,12.374,0.022,12.201,0.023,12.213,0.023,11.842,0.292,8.944,,,--,20.020299911499023,0.07289999723434448,,,,,0000,AABU,RS,-999
ZZ LMi,811353892407658752,J093112.67+380230.7,GALEX J093112.6+380231,142.80286609764735,38.041907050865255,347.3913165414643,,5.5,0.04,-0.9646,11.875213,208.88504,12.4660225,62.016632,11.093896,77.58164,10.007,0.027,9.347,0.031,9.255,0.025,9.135,0.022,9.138,0.02,9.071,0.031,8.658,,20.899599075317383,0.2783,18.681499481201172,0.06480000168085098,,,,,0000,AAAU,SSG,SSG
NSV 18175,812437319381558528,J092115.45+393959.2,GALEX J092115.4+394000,140.3142113470798,39.666404691132094,174.0307573289821,,24.3,0.04,-0.1125,6.431945,2009.5868,6.9133286,512.5663,5.7793455,664.51575,4.986,0.037,4.655,0.216,4.381,0.018,4.333,0.289,4.031,0.159,4.313,0.014,4.252,0.025,16.308900833129883,0.0355,13.192000389099121,0.005499999970197678,,,,,0000,BBAA,RS,RS
ZTF J090843.16+401425.5,815491526461879296,J090843.17+401425.4,GALEX J090843.2+401425,137.1798646468521,40.24037716830324,986.3853376927212,,22.95,0.05,,13.865608,486.669,14.427503,150.53612,13.154024,206.37474,12.14,0.018,11.605,0.016,11.492,0.02,11.472,0.023,11.493,0.021,11.46,0.189,8.783,,,--,21.247699737548828,0.18160000443458557,,,,,d000,AABU,RS,-999
MY Lyn,816739094201996928,J090729.23+422805.5,GALEX J090729.3+422805,136.87178950408602,42.46818947219781,498.211478451584,,24.7,0.05,-0.0701,11.796938,340.39047,12.294189,103.647484,11.1139965,142.17903,10.331,0.018,9.827,0.016,9.715,0.013,9.632,0.022,9.678,0.02,9.574,0.039,9.03,,,--,19.08880043029785,0.08470000326633453,,,,,0000,AAAU,cut,SSG
V0450 UMa,824813357840532480,J094205.18+472203.3,GALEX J094205.1+472203,145.52156649154915,47.36758044751804,657.6664173824339,,40.7,0.03,0.0199,9.988413,390.80194,10.532569,113.4446,9.288569,154.03134,8.463,0.024,7.881,0.018,7.732,0.013,7.666,0.029,7.746,0.02,7.635,0.018,7.635,0.17,20.779499053955078,0.3083,17.225299835205078,0.03519999980926514,,,,,0000,AAAB,RS,RS
ZTF J110423.55+505341.5,833146178509865856,J110423.56+505341.5,GALEX J110423.6+505343,166.09815167197803,50.89484769165608,1131.8078949626276,,4.03,0.02,,13.864786,276.31573,14.497545,79.72681,13.089202,101.40573,11.941,0.02,11.32,0.021,11.183,0.018,11.146,0.023,11.135,0.021,11.045,0.116,8.838,,,--,20.924999237060547,0.11670000106096268,,,,,0000,AABU,SSG,-999
ZTF J102049.42+475259.4,834590490112062592,J102049.42+475259.2,GALEX J102049.4+475259,155.20593162717824,47.88314994001029,942.1990643585256,,2.73,0.02,-0.7212,14.5979805,399.31152,15.143717,248.60442,13.789531,397.61102,12.812,0.023,12.253,0.021,12.111,0.02,12.082,0.023,12.097,0.022,12.144,0.276,8.908,,,--,21.703100204467773,0.20659999549388885,,,,,0000,AABU,cut,SSG
ZTF J111009.78+533931.6,842690592274696576,J111009.78+533931.5,GALEX J111009.8+533932,167.54077964212797,53.6587712,1328.065452280803,,7.29,0.03,,13.653323,1438.7415,14.056119,511.79733,13.065362,435.24042,12.284,0.025,11.827,0.028,11.691,0.022,11.587,0.023,11.583,0.021,11.468,0.161,9.03,,,--,18.45949935913086,0.060499999672174454,,,,,0000,AABU,RS,-999
ZTF J112248.74+560536.7,844293027392692096,J112248.74+560536.6,,170.70311983666917,56.09350535815614,1219.7129880990362,,0.91,0.03,0.0184,13.603515,441.20206,14.243419,124.66029,12.829248,148.4016,11.673,0.021,11.087,0.023,10.931,0.021,10.878,0.023,10.895,0.021,10.732,0.072,8.703,,,,,,,,,,0000,AAAU,SSG,SSG
V0340 UMa,847500680768187776,J103439.52+513920.4,GALEX J103439.6+513921,158.66456094614458,51.65562377766416,292.96569334703514,,12.11,0.05,0.1081,10.658421,341.80124,11.204783,103.82687,9.949206,130.75789,8.897,0.027,8.37,0.018,8.2,0.023,8.179,0.022,8.182,0.02,8.074,0.019,7.807,0.17,20.7101993560791,0.3285,17.56760025024414,0.03929999843239784,,,,,0000,AAAB,RS,RS
ZTF J104527.27+570131.6,854115342720715776,J104527.27+570131.7,,161.3636276816308,57.025470231871815,1448.2179684754688,,2.7,0.02,-0.1185,14.71536,212.70346,15.373359,64.36755,13.907411,74.57682,12.638,0.024,12.051,0.031,11.86,0.026,11.82,0.022,11.788,0.022,11.851,0.226,9.112,,,,,,,,,,0000,AABU,SSG,SSG
ZTF J111554.94+610103.3,861246912577399296,J111554.94+610103.3,GALEX J111554.9+610104,168.9789341925195,61.01758557718801,1904.5509985428096,,14.32,0.03,-0.0401,14.559069,537.46106,15.059773,168.99852,13.884924,206.26491,13.085,0.025,12.537,0.021,12.47,0.029,12.327,0.023,12.343,0.023,12.001,0.256,8.81,,,--,21.76889991760254,0.34470000863075256,,,,,0000,AABU,RS,SSG
TYC 4156-1375-1,863106873934915200,J114423.90+625809.8,GALEX J114423.9+625809,176.0996071259216,62.96938005552898,679.9470262418167,,30.4,0.04,-0.1299,12.171349,219.70615,12.724139,61.008026,11.454438,85.52022,10.42,0.021,9.872,0.021,9.749,0.019,9.743,0.022,9.763,0.021,9.602,0.041,8.579,,,--,18.973400115966797,0.07400000095367432,,,,,0000,AAAU,RS,SSG
CSS J074030.0+245545,868651504915627776,J074030.09+245545.0,,115.12541032547006,24.929170023753915,1857.768913084523,,2.91,0.11,-0.518,15.35339,285.6328,15.868443,79.25218,14.658073,101.889755,13.813,0.023,13.252,0.022,13.101,0.026,13.041,0.024,13.017,0.029,11.751,,8.558,,,,,,,,,,0000,AAUU,RS,SSG
CSS J074051.7+264733,869165664040206464,J074051.71+264733.9,GALEX J074051.7+264736,115.21548910285952,26.79273751465978,1917.316549068696,,14.96,0.12,-0.061,14.928756,225.92113,15.523356,61.22661,14.197757,79.84977,13.219,0.022,12.678,0.02,12.507,0.021,12.431,0.025,12.439,0.024,12.167,0.343,9.012,,,--,21.507400512695312,0.2757999897003174,,,,,0000,AABU,RS,SSG
HD 57267,871136882231721600,J072132.82+260933.4,GALEX J072132.9+260932,110.38671581895238,26.15918964218921,467.2491182054069,,35.37,0.19,,7.1526604,487.19064,7.6314354,156.85643,6.5017786,167.59093,5.655,0.018,5.127,0.036,4.963,0.026,4.921,0.169,4.667,0.081,4.812,0.024,4.767,0.029,12.687700271606445,0.0043,12.444700241088867,0.002400000113993883,Yes,Absorption,Too Little Data,Too Little Data,HHH0,BAAA,RS,-999
ZTF J072531.84+275524.9,873049860663883136,J072531.83+275524.8,,111.38267493921856,27.92356160776294,1333.508300759929,,3.47,0.1,0.0201,14.243206,177.44936,14.874329,49.12639,13.466931,61.35423,12.368,0.023,11.751,0.032,11.591,0.021,11.58,0.023,11.583,0.022,11.619,0.273,8.838,,,,,,,,,,hh00,AABU,SSG,SSG
KL Cnc,876127187552032000,J080750.62+282107.8,GALEX J080750.6+282108,121.96087492484412,28.35215635628699,456.5695752617896,,3.89,0.1,-0.1844,11.539974,659.53357,12.108563,150.03842,10.804333,187.37735,9.793,0.02,9.205,0.02,9.065,0.017,9.005,0.024,8.994,0.02,8.888,0.027,8.598,0.367,21.512500762939453,0.2755,18.428600311279297,0.043299999088048935,No,Variable H-alpha,No RV Data,No RV Data,0000,AAAC,RS,SSG
CSS J080456.3+293313,876441677940655872,J080456.27+293313.5,GALEX J080456.2+293314,121.2344944372808,29.553725992221104,816.8353096852802,,11.98,0.14,-0.2584,13.439658,405.39172,13.918222,118.53641,12.7934265,159.21971,11.982,0.021,11.514,0.023,11.405,0.022,11.341,0.023,11.387,0.022,11.202,0.19,8.933,,,--,20.15329933166504,0.08399999886751175,,,,,0000,AABU,RS,SSG
CSS J080050.2+312115,877955469230883328,J080050.30+312114.7,,120.20961599055217,31.354078438673227,1714.3390898857365,,9.47,0.15,-0.0999,15.060146,816.99835,15.614991,202.72235,14.347188,258.12863,13.437,0.031,12.914,0.035,12.747,0.027,12.765,0.024,12.791,0.026,12.418,,8.162,,,,,,,,,,0000,AAUU,RS,SSG
sig Gem,878467085735262720,J074318.81+285258.1,,115.82834518488664,28.882490119929923,36.87173807327437,,19.42,0.08,,3.9680505,204.15166,4.601342,73.50594,3.2515385,63.658337,2.328,0.32,1.799,0.192,1.736,0.202,-1.023,,-0.404,,1.556,0.013,1.487,0.014,,,,,,,,,HHHH,UUAA,cut,-999
CSS J074611.0+292451,878852292762317568,J074611.03+292451.7,GALEX J074610.9+292451,116.54598253377269,29.41436290721447,1633.5669087337526,,5.28,0.12,-0.1132,14.43746,703.736,14.947352,155.46342,13.762728,236.71706,12.856,0.024,12.338,0.03,12.203,0.025,12.174,0.023,12.174,0.024,11.708,0.265,8.376,,,--,19.350099563598633,0.04619999974966049,,,,,00p0,AABU,RS,SSG
CSS J074519.8+294425,879082846606531584,J074519.83+294424.9,GALEX J074519.8+294425,116.3326577277948,29.740259610188293,1016.761261,,0.28,0.11,-0.1938,14.088076,163.98456,14.695058,46.961594,13.329473,62.159286,12.351,0.024,11.733,0.03,11.637,0.025,11.482,0.023,11.467,0.021,11.708,0.295,8.342,,,--,21.32430076599121,0.1517000049352646,,,,,0000,AABU,SSG,SSG
ZTF J070956.84+252002.9,882753772334068480,J070956.83+252002.9,,107.4868326938003,25.33414693503466,870.5319721719432,,8.93,0.19,-0.0183,14.185517,193.86873,14.861468,58.29023,13.396745,74.43361,12.24,0.022,11.646,0.022,11.501,0.02,11.411,0.023,11.409,0.021,11.402,0.227,8.872,,,,,,,,,,0000,AABU,SSG,SSG
ZTF J071042.09+282005.1,884550168176051712,J071042.09+282005.2,,107.67538268888622,28.334758199488277,1852.7230423878048,,2.68,0.18,-0.2214,15.332489,243.71275,16.057962,57.542747,14.486855,80.92909,13.591,0.022,12.957,0.023,12.734,0.022,12.419,0.022,12.37,0.024,11.875,0.346,8.808,,,,,,,,,,0000,AABU,SSG,SSG
CSS J072149.2+300305,885860957833807360,J072149.26+300304.9,GALEX J072149.2+300304,110.45527828468607,30.051384181173606,1822.96308279488,,8.3,0.18,-0.6654,14.6584,368.68143,15.243595,109.8464,13.90966,135.83257,12.945,0.025,12.391,0.028,12.232,0.024,12.169,0.024,12.098,0.023,12.281,,9.072,,,--,21.20319938659668,0.18389999866485596,,,,,0000,AAUU,RS,SSG
ZTF J071553.73+294145.7,886250665987634944,J071553.72+294145.7,,108.9738836697854,29.69601028,1590.4200448157503,,22.63,0.16,-0.1909,14.67544,958.9909,15.206805,222.3766,13.988984,273.05807,13.126,0.023,12.625,0.021,12.464,0.022,12.457,0.024,12.486,0.026,11.91,,8.996,,,,,,,,,,0000,AAUU,RS,SSG
ZTF J071057.81+342713.4,891405176498497792,J071057.80+342713.4,GALEX J071057.7+342714,107.74088067550709,34.45372085470421,1641.5694234051805,,20.08,0.18,-0.2566,14.550704,203.17462,15.068538,56.168728,13.875423,78.32625,12.98,0.023,12.459,0.026,12.379,0.021,12.312,0.023,12.361,0.024,12.278,0.394,8.905,,,--,21.622100830078125,0.3037000000476837,,,,,0000,AACU,RS,SSG
CSS J073555.2+321740,892385150595367296,J073555.24+321740.3,,113.98017379730062,32.29452396244708,1535.864792903066,,39.22,0.12,-0.226,13.460098,259.46115,13.977756,79.78413,12.756909,100.787865,11.743,0.022,11.211,0.021,11.094,0.02,11.117,0.023,11.146,0.021,10.875,0.133,8.364,,,,,,,,,,0000,AABU,cut,SSG
V0459 Gem,893393295383452288,J072423.95+335703.4,,111.09981686135484,33.95097406,479.20838479695885,,5.58,0.14,-0.1515,12.150286,184.53105,12.768839,56.157993,11.392894,60.04232,10.396,0.022,9.764,0.021,9.613,0.016,9.491,0.022,9.47,0.018,9.339,0.037,8.68,0.378,,,,,,,,,0000,AAAC,SSG,SSG
CSS J074519.4+351002,894629700504951808,J074519.49+351002.3,GALEX J074519.5+351002,116.33122789169047,35.1673221,848.6279460241839,,3.66,0.19,0.0455,12.9713955,259.0964,13.635005,69.99909,12.176156,96.071304,11.311,0.022,10.675,0.022,10.475,0.019,10.284,0.022,10.3,0.02,10.147,0.079,8.078,,,--,20.51930046081543,0.14480000734329224,,,,,0000,AAAU,SSG,SSG
ZTF J074649.15+353350.3,894666495487902208,J074649.14+353350.3,GALEX J074649.1+353350,116.70479244431364,35.56397386695386,857.0129827871831,,10.5,0.17,,12.253651,387.78345,12.804074,108.17095,11.541726,142.55309,10.971,0.022,10.341,0.019,10.195,0.017,9.881,0.022,9.886,0.021,9.858,0.058,8.436,,,--,18.877500534057617,0.05270000174641609,,,,,0000,AAAU,RS,-999
ZTF J074414.99+354745.7,894915470448875520,J074415.00+354745.9,,116.06248367332864,35.79604699197021,1330.486753043534,,5.21,0.18,-0.4255,14.6573305,283.81525,15.244356,75.84897,13.903814,111.57459,12.846,0.024,12.255,0.022,12.111,0.022,12.123,0.024,12.129,0.023,11.942,0.309,8.795,,,,,,,,,,0000,AABU,RS,SSG
ZTF J071513.13+361052.7,897614462257689856,J071513.13+361052.5,GALEX J071513.2+361052,108.80471904601092,36.18127992322965,757.8364475754267,,2.68,0.2,-0.1854,13.704667,261.436,14.363443,71.36192,12.906131,90.13346,11.814,0.021,11.178,0.031,10.987,0.024,10.95,0.024,10.857,0.021,10.55,0.091,8.655,,22.124799728393555,0.4655,20.479900360107422,0.13689999282360077,,,,,0000,AAAU,SSG,SSG
ZTF J073210.23+394324.7,900315751871855616,J073210.24+394324.8,GALEX J073210.3+394325,113.0426655,39.72352489750008,586.4239155560628,,9.24,0.16,-0.1603,13.15354,177.0245,13.865933,51.428444,12.319551,66.79087,10.931,0.018,10.31,0.016,10.122,0.017,10.216,0.023,10.213,0.02,10.149,0.067,9.005,,,--,20.6018009185791,0.12970000505447388,,,,,0000,AAAU,SSG,SSG
CSS J082322.7+352404,904265992208905728,J082322.68+352404.6,GALEX J082322.7+352405,125.8445124770468,35.40127279577701,1663.165405824254,,4.74,0.17,,15.14628,280.94284,15.746625,85.906624,14.397306,102.54486,13.521,0.024,12.966,0.021,12.758,0.026,12.566,0.024,12.595,0.026,12.483,0.46,8.991,,,--,22.502199172973633,0.43700000643730164,,,,,0000,AACU,SSG,-999
ZTF J082849.93+370057.4,904833889964492032,J082849.93+370057.4,,127.20805444532922,37.01593827286601,1219.9483456166984,,9.82,0.1,0.1391,14.568395,336.6464,15.226515,99.354,13.7787075,128.54033,12.738,0.023,12.13,0.019,12.0,0.019,11.857,0.023,11.868,0.023,11.425,0.204,8.727,,,,,,,,,,0000,AABU,SSG,SSG
CSS J081117.6+360733,906058127442277248,J081117.61+360734.5,GALEX J081117.5+360735,122.82341623216344,36.12622457444471,683.1188700452624,,3.29,0.14,-0.5887,13.1815405,116.206375,13.814442,33.142193,12.383061,38.353878,11.301,0.022,10.655,0.022,10.502,0.019,10.441,0.023,10.415,0.02,10.27,0.074,8.687,,20.511600494384766,0.2668,19.450000762939453,0.06849999725818634,,,,,hh00,AAAU,SSG,SSG
CSS J084438.5+393906,910777540586536832,J084438.50+393906.3,GALEX J084438.4+393906,131.16042638663518,39.65176119639585,1225.3498433154052,,5.09,0.1,-0.4723,14.520769,417.67184,15.114882,136.99904,13.772434,152.71771,12.824,0.022,12.255,0.018,12.085,0.021,11.881,0.023,11.842,0.022,11.969,0.247,8.711,,,--,21.297100067138672,0.19130000472068787,,,,,0000,AABU,SSG,SSG
FM Lyn,914771516574592896,J082713.63+412832.3,GALEX J082713.6+412832,126.80683238644646,41.475613128561655,441.6539968354492,14.68,17.61,0.1,,10.244536,624.65216,10.871146,206.87341,9.488704,274.89304,8.691,0.02,8.091,0.016,7.943,0.02,7.692,0.029,7.769,0.02,7.654,0.018,7.686,0.211,21.455900192260742,0.3557,18.09510040283203,0.04740000143647194,Yes,Variable H-alpha,Incomplete RV Data,Incomplete RV Data,0000,AAAB,RS,-999
CSS J084704.9+445925,917235350333711232,J084704.98+445925.5,GALEX J084704.9+445925,131.77077421932896,44.99041257353041,961.0998162907968,,8.37,0.08,-0.1902,13.862642,535.3615,14.465287,158.42294,13.097124,177.45888,12.07,0.023,11.459,0.021,11.34,0.019,11.256,0.023,11.272,0.021,11.126,0.125,9.113,,,--,20.945499420166016,0.1589999943971634,,,,,0000,AABU,SSG,SSG
ER Lyn,918831669419099008,J075118.82+362956.3,GALEX J075118.8+362956,117.82841931607348,36.49895672061834,601.2154030622264,,3.38,0.15,0.0033,12.143353,333.33252,12.762281,98.83172,11.383183,124.96283,0.457,0.022,9.828,0.021,9.67,0.018,9.52,0.022,9.547,0.019,9.434,0.038,8.3,,,--,19.52090072631836,0.06560000032186508,,,,,0000,AAAU,RS,SSG
CSS J075958.1+374816,919342633088051840,J075958.20+374815.8,GALEX J075958.2+374816,119.99252789637524,37.80440775596334,1614.7596257852526,,20.62,0.14,-0.1917,14.425599,236.87532,15.058114,67.083176,13.6504545,87.24969,2.482,0.023,11.905,0.03,11.767,0.02,11.686,0.024,11.681,0.021,11.65,0.23,8.842,,,--,22.015899658203125,0.22360000014305115,,,,,0000,AABU,SSG,SSG
ZTF J075539.95+403858.5,920684415231295360,J075539.95+403858.5,,118.91649849017269,40.64956476634039,1954.8812242873112,,12.3,0.13,-0.1609,15.256886,865.9233,15.790968,207.70128,14.5661745,234.87143,3.708,0.024,13.134,0.022,13.069,0.035,3.028,0.023,13.041,0.027,12.144,,8.875,,,,,,,,,,0000,AAUU,RS,SSG
ZTF J080232.00+390740.9,921057046593610240,J080232.00+390740.8,GALEX J080231.9+390740,120.63335922122307,39.12801601641905,1390.3467356456488,,13.19,0.13,-0.1664,14.122242,988.56177,14.589029,297.50482,13.487859,365.178,12.721,0.026,12.251,0.031,12.139,0.026,12.096,0.024,12.096,0.023,12.118,0.382,8.354,,,--,20.82819938659668,0.13120000064373016,,,,,0000,AACU,RS,RS
ZTF J081155.08+415751.6,921797361516500096,J081155.09+415751.6,GALEX J081155.1+415751,122.97952413307748,41.96433700034913,1738.0608939848917,,9.88,0.12,-0.2612,14.174414,177.1821,14.687747,56.261707,13.461051,60.784283,12.381,0.021,11.808,0.019,11.694,0.022,11.698,0.021,11.716,0.023,11.524,0.221,8.604,,,--,19.980499267578125,0.10409999638795853,,,,,0000,AABU,RS,SSG
IL Lyn,922545677962459904,,GALEX J075845.3+421121,119.68883103462576,42.18923756,638.9605080017387,,6.11,0.12,,12.057277,500.01688,12.534165,149.18983,11.403498,170.5045,,,,,,,,,,,,,,,,--,17.392000198364258,0.024800000712275505,,,,,,,RS,-999
CSS J073226.9+430447,924915679572517760,,GALEX J073227.0+430447,113.1125386311344,43.07988066532463,1244.7998070303786,,1.38,0.15,-0.1921,14.386312,210.89159,15.044039,58.535294,13.588094,71.47589,,,,,,,,,,,,,,,,--,21.410200119018555,0.1679999977350235,,,,,,,SSG,SSG
CSS J074048.7+440604,925206775275718784,,,115.20341906680444,44.10113873717966,1664.147175079284,,4.15,0.12,-0.014,14.626127,337.519,15.248793,91.187004,13.846453,85.40291,,,,,,,,,,,,,,,,,,,,,,,,,SSG,SSG
CSS J074811.9+433403,925837551352416512,J074812.03+433403.6,GALEX J074812.1+433403,117.05015222697176,43.56766179490501,1597.4681127185834,,2.61,0.12,-0.2807,15.203702,209.72975,15.951235,51.760807,14.341613,79.53585,13.011,0.022,12.355,0.024,12.133,0.022,12.077,0.023,11.986,0.023,11.565,0.199,9.036,,,--,22.378000259399414,0.3176000118255615,,,,,0000,AABU,SSG,SSG
ZTF J075531.08+451049.3,926293608159701632,,GALEX J075531.1+451049,118.8795497785852,45.180322627992375,1290.0597217670197,,14.42,0.12,0.1387,14.286006,227.49284,14.901704,55.48165,13.525458,80.29065,,,,,,,,,,,,,,,,--,22.006500244140625,0.2856000065803528,,,,,,,SSG,SSG
ZTF J080700.95+505031.5,935364510369518080,,,121.75394957000144,50.84207554839957,1574.557680531428,,12.5,0.18,-0.1934,14.507678,519.925,15.0462055,147.11336,13.804185,181.64017,,,,,,,,,,,,,,,,,,,,,,,,,RS,SSG
ZALD 35,936457665445032576,,GALEX J080409.1+531642,121.03802368344115,53.27843859801403,436.59881236467896,,28.11,0.11,,9.912946,221.22949,10.522531,67.57402,9.163875,84.32716,,,,,,,,,,,,,,,20.962200164794922,0.325,16.96579933166504,0.02500000037252903,,,,,,,RS,-999
ZTF J063646.00+355721.6,942209653151890048,J063646.00+355721.6,GALEX J063646.0+355721,99.19169754219745,35.95598707,834.7699036094297,,3.67,0.4,,13.333868,235.57272,13.9488735,70.001,12.573518,84.91453,11.56,0.023,10.933,0.031,10.823,0.02,10.701,0.023,10.708,0.023,10.407,0.09,8.6,,,--,20.7273006439209,0.16099999845027924,,,,,0000,AAAU,RS,-999
ZTF J063424.94+372224.5,943372253555979264,,,98.6039610126066,37.37346044741781,1732.001022516761,,8.06,0.42,-0.7858,15.202884,464.48068,15.770973,145.4129,14.464438,175.2926,,,,,,,,,,,,,,,,,,,,,,,,,RS,SSG
